Transaction,Item
5602,Black Sabbath
5602,Kendrick Lamar
5603,Kanye West
5603,Queen
5603,Kendrick Lamar
5604,2pac
5604,Kanye West
5604,Kendrick Lamar
5605,"Tyler, the Creator"
5605,2pac
5605,Kendrick Lamar
5606,"Tyler, the Creator"
5607,"Tyler, the Creator"
5607,Kendrick Lamar
5608,Queen
5608,Black Sabbath
5609,Deep Purple
5609,Black Sabbath
5610,Kendrick Lamar
5611,Kendrick Lamar
5611,"Tyler, the Creator"
5612,Black Sabbath
5612,Led Zeppelin
5613,Jay-Z
5614,Kendrick Lamar
5614,2pac
5615,Queen
5615,Scorpions
5615,Black Sabbath
5616,Queen
5616,Led Zeppelin
5617,Kendrick Lamar
5617,Kanye West
5617,2pac
5618,Kendrick Lamar
5618,Kanye West
5618,"Tyler, the Creator"
5618,Queen
5619,"Tyler, the Creator"
5619,Kanye West
5619,2pac
5620,Jay-Z
5620,Kanye West
5621,Scorpions
5622,Led Zeppelin
5622,Queen
5623,Queen
5623,Black Sabbath
5623,Deep Purple
5624,Queen
5625,Kendrick Lamar
5625,Kanye West
5625,Black Sabbath
5626,Led Zeppelin
5627,Kendrick Lamar
5628,Deep Purple
5628,Queen
5628,Led Zeppelin
5629,Led Zeppelin
5629,Black Sabbath
5630,"Tyler, the Creator"
5631,2pac
5632,Deep Purple
5632,Kendrick Lamar
5633,Led Zeppelin
5633,"Tyler, the Creator"
5633,Black Sabbath
5634,2pac
5634,Kendrick Lamar
5635,Scorpions
5635,Queen
5636,Kendrick Lamar
5636,"Tyler, the Creator"
5637,Queen
5637,Kanye West
5638,"Tyler, the Creator"
5638,Kanye West
5639,Kendrick Lamar
5640,Black Sabbath
5640,Queen
5640,Led Zeppelin
5640,Kendrick Lamar
5641,Kendrick Lamar
5641,Queen
5641,"Tyler, the Creator"
5642,Kendrick Lamar
5642,"Tyler, the Creator"
5643,Queen
5643,Kendrick Lamar
5644,Queen
5644,Scorpions
5644,2pac
5644,Kendrick Lamar
5645,Kendrick Lamar
5645,"Tyler, the Creator"
5645,2pac
5645,Jay-Z
5646,Kendrick Lamar
5646,Queen
5646,"Tyler, the Creator"
5646,2pac
5647,Queen
5648,Queen
5649,Kanye West
5650,Led Zeppelin
5650,Queen
5650,2pac
5650,Kendrick Lamar
5651,Queen
5651,2pac
5652,2pac
5652,Kanye West
5652,Jay-Z
5653,Queen
5653,"Tyler, the Creator"
5653,Black Sabbath
5653,Kendrick Lamar
5654,Kanye West
5654,2pac
5655,Kendrick Lamar
5655,Kanye West
5655,Black Sabbath
5656,Queen
5656,Led Zeppelin
5657,Black Sabbath
5657,Queen
5657,2pac
5658,Kendrick Lamar
5658,Led Zeppelin
5659,Black Sabbath
5660,2pac
5660,"Tyler, the Creator"
5660,Kendrick Lamar
5661,Led Zeppelin
5662,Scorpions
5662,Queen
5663,Queen
5664,Led Zeppelin
5664,Queen
5665,Kendrick Lamar
5666,Queen
5666,Black Sabbath
5667,Kendrick Lamar
5667,Queen
5667,Jay-Z
5668,Kendrick Lamar
5668,"Tyler, the Creator"
5669,Kendrick Lamar
5670,Kanye West
5670,"Tyler, the Creator"
5670,Kendrick Lamar
5671,Kendrick Lamar
5672,Kendrick Lamar
5672,"Tyler, the Creator"
5673,Black Sabbath
5673,Queen
5673,Deep Purple
5674,Queen
5674,"Tyler, the Creator"
5674,Led Zeppelin
5674,Deep Purple
5675,Kendrick Lamar
5676,2pac
5676,Black Sabbath
5677,Queen
5677,"Tyler, the Creator"
5677,Black Sabbath
5678,Kendrick Lamar
5678,Scorpions
5678,2pac
5679,Queen
5680,Kendrick Lamar
5680,Kanye West
5681,Deep Purple
5681,Queen
5681,Led Zeppelin
5682,"Tyler, the Creator"
5682,Kanye West
5682,Kendrick Lamar
5683,"Tyler, the Creator"
5683,Led Zeppelin
5683,Kendrick Lamar
5684,"Tyler, the Creator"
5684,Kendrick Lamar
5685,Black Sabbath
5685,Deep Purple
5686,2pac
5686,Kanye West
5686,Kendrick Lamar
5687,Led Zeppelin
5687,Queen
5687,Scorpions
5687,Deep Purple
5688,Kendrick Lamar
5688,"Tyler, the Creator"
5689,Led Zeppelin
5689,Queen
5689,Black Sabbath
5690,Queen
5691,Kendrick Lamar
5691,"Tyler, the Creator"
5692,Jay-Z
5692,"Tyler, the Creator"
5693,Kendrick Lamar
5694,Kanye West
5694,"Tyler, the Creator"
5694,Black Sabbath
5695,"Tyler, the Creator"
5695,Kendrick Lamar
5696,Black Sabbath
5696,Queen
5696,Kendrick Lamar
5696,Deep Purple
5697,Queen
5697,Black Sabbath
5697,Deep Purple
5698,Kanye West
5698,2pac
5699,Deep Purple
5699,Queen
5699,2pac
5700,Deep Purple
5701,Black Sabbath
5701,Led Zeppelin
5702,"Tyler, the Creator"
5702,Queen
5702,Kendrick Lamar
5702,Kanye West
5703,Queen
5703,Kanye West
5703,Led Zeppelin
5704,Kendrick Lamar
5704,Kanye West
5704,"Tyler, the Creator"
5705,Deep Purple
5706,Led Zeppelin
5706,Black Sabbath
5707,Kendrick Lamar
5708,Queen
5708,Kendrick Lamar
5709,Kanye West
5709,Kendrick Lamar
5709,Jay-Z
5710,"Tyler, the Creator"
5711,Kendrick Lamar
5712,"Tyler, the Creator"
5712,Kanye West
5712,Black Sabbath
5712,Kendrick Lamar
5713,"Tyler, the Creator"
5714,Scorpions
5714,Led Zeppelin
5715,Kendrick Lamar
5715,Kanye West
5716,Queen
5716,Led Zeppelin
5717,Jay-Z
5718,Led Zeppelin
5719,Kanye West
5719,"Tyler, the Creator"
5719,Kendrick Lamar
5720,2pac
5720,"Tyler, the Creator"
5720,Kendrick Lamar
5721,Kendrick Lamar
5721,Led Zeppelin
5721,Black Sabbath
5722,Led Zeppelin
5722,Queen
5722,"Tyler, the Creator"
5723,Queen
5723,"Tyler, the Creator"
5723,Led Zeppelin
5724,2pac
5725,Kanye West
5725,Led Zeppelin
5725,2pac
5726,Queen
5726,Black Sabbath
5727,Kendrick Lamar
5727,Kanye West
5727,"Tyler, the Creator"
5728,Black Sabbath
5728,Scorpions
5729,2pac
5729,Queen
5729,Black Sabbath
5730,2pac
5730,"Tyler, the Creator"
5730,Kendrick Lamar
5731,Queen
5732,Led Zeppelin
5733,Queen
5733,Led Zeppelin
5733,Deep Purple
5734,Kendrick Lamar
5734,Queen
5734,"Tyler, the Creator"
5735,2pac
5735,Led Zeppelin
5736,Queen
5736,Led Zeppelin
5736,Black Sabbath
5737,Led Zeppelin
5738,Black Sabbath
5738,Scorpions
5738,Led Zeppelin
5738,Deep Purple
5739,2pac
5739,Kanye West
5739,Black Sabbath
5739,Kendrick Lamar
5740,Black Sabbath
5741,Kendrick Lamar
5742,Kanye West
5742,Kendrick Lamar
5743,Queen
5744,"Tyler, the Creator"
5744,Kanye West
5745,Kanye West
5746,Led Zeppelin
5746,Queen
5747,Led Zeppelin
5747,Scorpions
5748,Kanye West
5748,"Tyler, the Creator"
5748,2pac
5748,Deep Purple
5749,2pac
5750,"Tyler, the Creator"
5751,Led Zeppelin
5751,Black Sabbath
5751,Deep Purple
5752,2pac
5752,Kanye West
5753,Led Zeppelin
5754,Scorpions
5755,Deep Purple
5756,Queen
5757,Queen
5757,Black Sabbath
5757,Kendrick Lamar
5758,Black Sabbath
5758,Queen
5759,Scorpions
5759,Queen
5759,Black Sabbath
5760,Led Zeppelin
5760,Queen
5760,Kendrick Lamar
5761,Kendrick Lamar
5761,"Tyler, the Creator"
5762,Kanye West
5763,Led Zeppelin
5763,Black Sabbath
5763,Deep Purple
5764,Queen
5764,Led Zeppelin
5764,Deep Purple
5765,Queen
5765,"Tyler, the Creator"
5765,Led Zeppelin
5766,Queen
5766,"Tyler, the Creator"
5767,Black Sabbath
5767,Led Zeppelin
5768,Queen
5769,Deep Purple
5769,Black Sabbath
5769,2pac
5770,2pac
5770,Queen
5770,Kendrick Lamar
5771,2pac
5772,Queen
5772,Led Zeppelin
5772,Deep Purple
5773,Kanye West
5774,Kendrick Lamar
5774,Kanye West
5774,2pac
5775,Queen
5775,Scorpions
5775,Led Zeppelin
5775,Deep Purple
5776,Kendrick Lamar
5777,Kanye West
5777,Queen
5778,Led Zeppelin
5778,Jay-Z
5779,Black Sabbath
5779,Scorpions
5779,Queen
5780,Black Sabbath
5780,Queen
5781,Jay-Z
5781,2pac
5782,Black Sabbath
5782,Led Zeppelin
5783,Queen
5783,"Tyler, the Creator"
5783,Led Zeppelin
5783,2pac
5784,Queen
5784,Led Zeppelin
5784,2pac
5784,Kendrick Lamar
5785,Deep Purple
5785,"Tyler, the Creator"
5786,Queen
5786,Deep Purple
5787,Queen
5787,Kendrick Lamar
5788,Queen
5789,Queen
5790,Queen
5790,Led Zeppelin
5791,Queen
5791,Deep Purple
5792,Black Sabbath
5792,Kendrick Lamar
5792,Deep Purple
5793,Queen
5793,"Tyler, the Creator"
5793,Led Zeppelin
5794,Deep Purple
5794,Queen
5794,Scorpions
5795,Scorpions
5795,Kanye West
5795,Black Sabbath
5796,Queen
5796,Scorpions
5797,Led Zeppelin
5797,Queen
5797,Black Sabbath
5797,Deep Purple
5798,Kendrick Lamar
5799,"Tyler, the Creator"
5799,Kanye West
5799,Black Sabbath
5800,Kendrick Lamar
5801,Jay-Z
5801,"Tyler, the Creator"
5801,Black Sabbath
5801,Kendrick Lamar
5802,2pac
5802,Kendrick Lamar
5803,Kendrick Lamar
5803,Kanye West
5803,Black Sabbath
5804,"Tyler, the Creator"
5804,Kanye West
5805,Kendrick Lamar
5805,Black Sabbath
5806,Kendrick Lamar
5806,Black Sabbath
5807,Black Sabbath
5807,Led Zeppelin
5807,Kendrick Lamar
5808,Black Sabbath
5808,"Tyler, the Creator"
5808,Led Zeppelin
5809,Led Zeppelin
5810,"Tyler, the Creator"
5811,Queen
5811,"Tyler, the Creator"
5811,Black Sabbath
5811,Led Zeppelin
5812,"Tyler, the Creator"
5812,Kendrick Lamar
5812,Jay-Z
5813,"Tyler, the Creator"
5813,Kanye West
5813,Jay-Z
5814,Kendrick Lamar
5815,Black Sabbath
5815,Deep Purple
5816,Queen
5817,Black Sabbath
5817,Scorpions
5818,Kanye West
5818,Queen
5818,Scorpions
5819,Black Sabbath
5820,Kendrick Lamar
5821,Kanye West
5822,Queen
5822,Kendrick Lamar
5823,Kendrick Lamar
5824,"Tyler, the Creator"
5824,Queen
5824,2pac
5824,Kendrick Lamar
5825,Queen
5825,Led Zeppelin
5825,Deep Purple
5826,"Tyler, the Creator"
5827,Black Sabbath
5827,Deep Purple
5828,Kendrick Lamar
5828,"Tyler, the Creator"
5829,Queen
5829,Kendrick Lamar
5830,2pac
5831,2pac
5831,Queen
5831,Jay-Z
5832,Kendrick Lamar
5832,"Tyler, the Creator"
5832,Jay-Z
5833,Queen
5833,Black Sabbath
5833,2pac
5833,Kendrick Lamar
5834,Queen
5834,"Tyler, the Creator"
5835,Queen
5835,2pac
5836,Queen
5836,Scorpions
5837,Led Zeppelin
5837,Queen
5838,"Tyler, the Creator"
5838,Kendrick Lamar
5839,Scorpions
5839,Led Zeppelin
5839,Kendrick Lamar
5840,Queen
5840,"Tyler, the Creator"
5840,Deep Purple
5841,Black Sabbath
5841,Deep Purple
5841,Led Zeppelin
5841,Kendrick Lamar
5842,2pac
5842,Black Sabbath
5843,Led Zeppelin
5843,Kanye West
5843,Queen
5844,Kendrick Lamar
5844,"Tyler, the Creator"
5845,Led Zeppelin
5846,Kanye West
5846,Scorpions
5846,"Tyler, the Creator"
5846,Deep Purple
5847,Kendrick Lamar
5847,Deep Purple
5848,Queen
5848,Kanye West
5848,Deep Purple
5849,Led Zeppelin
5849,Queen
5850,Led Zeppelin
5851,Led Zeppelin
5851,Black Sabbath
5852,Kendrick Lamar
5852,Kanye West
5852,Led Zeppelin
5853,"Tyler, the Creator"
5853,Jay-Z
5854,Queen
5855,Deep Purple
5855,Queen
5856,Led Zeppelin
5856,Kanye West
5856,2pac
5857,2pac
5857,Queen
5857,"Tyler, the Creator"
5858,Led Zeppelin
5859,Kanye West
5859,2pac
5860,2pac
5860,Kanye West
5860,Kendrick Lamar
5861,Queen
5861,Led Zeppelin
5861,Deep Purple
5862,Queen
5862,Led Zeppelin
5862,Deep Purple
5863,Kendrick Lamar
5863,"Tyler, the Creator"
5864,Queen
5864,Black Sabbath
5865,Led Zeppelin
5865,Queen
5865,Kendrick Lamar
5866,Queen
5866,Led Zeppelin
5866,Black Sabbath
5866,Deep Purple
5867,2pac
5867,Kanye West
5867,"Tyler, the Creator"
5867,Black Sabbath
5868,"Tyler, the Creator"
5869,Led Zeppelin
5869,"Tyler, the Creator"
5869,Black Sabbath
5869,Deep Purple
5870,Black Sabbath
5870,Kanye West
5870,Led Zeppelin
5870,Kendrick Lamar
5871,2pac
5872,2pac
5872,Kanye West
5872,Black Sabbath
5873,"Tyler, the Creator"
5873,Kendrick Lamar
5874,Queen
5874,2pac
5875,Led Zeppelin
5876,Jay-Z
5876,Kanye West
5876,"Tyler, the Creator"
5877,"Tyler, the Creator"
5878,"Tyler, the Creator"
5878,Queen
5879,Queen
5879,Black Sabbath
5880,Jay-Z
5880,Kendrick Lamar
5881,"Tyler, the Creator"
5882,Kendrick Lamar
5882,"Tyler, the Creator"
5882,Led Zeppelin
5882,Jay-Z
5883,Kendrick Lamar
5883,2pac
5884,Black Sabbath
5884,Queen
5885,Led Zeppelin
5885,Kanye West
5885,Scorpions
5885,Deep Purple
5886,2pac
5887,Black Sabbath
5887,Queen
5888,Led Zeppelin
5888,Queen
5889,"Tyler, the Creator"
5889,Queen
5889,Kendrick Lamar
5890,Kendrick Lamar
5890,Queen
5890,"Tyler, the Creator"
5890,Deep Purple
5891,Black Sabbath
5892,Black Sabbath
5892,Queen
5892,Led Zeppelin
5893,Led Zeppelin
5893,Queen
5894,Black Sabbath
5894,Queen
5894,Led Zeppelin
5895,Deep Purple
5895,Led Zeppelin
5895,2pac
5895,Kendrick Lamar
5896,Led Zeppelin
5897,Kendrick Lamar
5897,"Tyler, the Creator"
5897,Deep Purple
5898,Led Zeppelin
5898,Kendrick Lamar
5899,Black Sabbath
5899,Led Zeppelin
5900,Led Zeppelin
5901,Queen
5901,Led Zeppelin
5901,Kendrick Lamar
5902,Scorpions
5902,Queen
5902,Kendrick Lamar
5902,Jay-Z
5903,Led Zeppelin
5904,Queen
5904,"Tyler, the Creator"
5904,Led Zeppelin
5905,Led Zeppelin
5906,Kanye West
5907,Jay-Z
5907,"Tyler, the Creator"
5908,Queen
5909,Queen
5910,Deep Purple
5911,Led Zeppelin
5911,Scorpions
5912,Queen
5913,Kendrick Lamar
5913,Kanye West
5914,"Tyler, the Creator"
5914,Scorpions
5915,2pac
5915,Kendrick Lamar
5916,Kendrick Lamar
5917,Kendrick Lamar
5917,Black Sabbath
5917,2pac
5918,Deep Purple
5918,Black Sabbath
5918,Led Zeppelin
5919,Kendrick Lamar
5919,Kanye West
5919,Queen
5919,"Tyler, the Creator"
5920,Scorpions
5920,Deep Purple
5921,Black Sabbath
5921,Queen
5921,"Tyler, the Creator"
5922,"Tyler, the Creator"
5923,Kendrick Lamar
5924,Black Sabbath
5924,Scorpions
5924,Queen
5924,Led Zeppelin
5925,Led Zeppelin
5925,Deep Purple
5926,Scorpions
5927,Deep Purple
5927,Queen
5927,Black Sabbath
5928,Jay-Z
5928,Kanye West
5928,"Tyler, the Creator"
5928,Scorpions
5929,Queen
5929,Black Sabbath
5929,Led Zeppelin
5930,Kanye West
5931,Kendrick Lamar
5931,Queen
5931,"Tyler, the Creator"
5931,Deep Purple
5932,Black Sabbath
5932,Led Zeppelin
5932,Deep Purple
5933,Kendrick Lamar
5933,"Tyler, the Creator"
5934,Black Sabbath
5934,Queen
5934,Deep Purple
5935,Kanye West
5935,Deep Purple
5935,Kendrick Lamar
5936,Queen
5936,"Tyler, the Creator"
5936,Led Zeppelin
5937,Black Sabbath
5937,Queen
5938,"Tyler, the Creator"
5938,2pac
5938,Deep Purple
5939,Deep Purple
5939,"Tyler, the Creator"
5939,2pac
5940,Queen
5940,Led Zeppelin
5941,Kanye West
5941,Queen
5941,Jay-Z
5941,Kendrick Lamar
5942,Queen
5942,Scorpions
5942,Black Sabbath
5942,Deep Purple
5943,Scorpions
5943,Queen
5944,Deep Purple
5944,Led Zeppelin
5945,Black Sabbath
5946,Scorpions
5947,2pac
5948,Led Zeppelin
5948,Black Sabbath
5949,Kanye West
5949,"Tyler, the Creator"
5949,Kendrick Lamar
5950,Queen
5950,Kendrick Lamar
5951,Queen
5951,"Tyler, the Creator"
5952,Black Sabbath
5952,Queen
5952,Jay-Z
5953,Deep Purple
5954,Kanye West
5954,Led Zeppelin
5954,Kendrick Lamar
5954,Jay-Z
5955,Black Sabbath
5956,Scorpions
5956,Queen
5957,2pac
5957,Queen
5958,Queen
5958,Black Sabbath
5959,Queen
5959,Kanye West
5959,Scorpions
5960,Kanye West
5960,Jay-Z
5960,"Tyler, the Creator"
5960,Kendrick Lamar
5961,Kendrick Lamar
5961,Jay-Z
5962,Kendrick Lamar
5962,"Tyler, the Creator"
5962,2pac
5963,Led Zeppelin
5963,Queen
5964,Kendrick Lamar
5964,Scorpions
5964,Kanye West
5965,Led Zeppelin
5965,Queen
5965,Black Sabbath
5965,Scorpions
5966,Kanye West
5967,Deep Purple
5967,Black Sabbath
5968,Black Sabbath
5969,Kanye West
5969,Led Zeppelin
5969,2pac
5970,Queen
5970,Black Sabbath
5970,2pac
5971,Kendrick Lamar
5971,Kanye West
5972,Queen
5972,Led Zeppelin
5972,Black Sabbath
5973,Black Sabbath
5973,"Tyler, the Creator"
5974,Black Sabbath
5975,Led Zeppelin
5976,Kendrick Lamar
5976,Kanye West
5977,Led Zeppelin
5977,Queen
5977,2pac
5978,Deep Purple
5978,"Tyler, the Creator"
5978,Led Zeppelin
5979,"Tyler, the Creator"
5979,Kanye West
5980,Kanye West
5980,Queen
5980,Led Zeppelin
5981,Led Zeppelin
5982,Kendrick Lamar
5982,Kanye West
5982,"Tyler, the Creator"
5983,"Tyler, the Creator"
5983,Kanye West
5983,2pac
5983,Kendrick Lamar
5984,Kendrick Lamar
5984,Kanye West
5984,Queen
5985,2pac
5985,"Tyler, the Creator"
5986,Black Sabbath
5986,Queen
5986,2pac
5986,Deep Purple
5987,Queen
5988,Queen
5988,Led Zeppelin
5988,Kendrick Lamar
5989,2pac
5989,Queen
5989,"Tyler, the Creator"
5990,Led Zeppelin
5990,Black Sabbath
5991,Black Sabbath
5991,Scorpions
5991,Led Zeppelin
5992,Deep Purple
5993,Led Zeppelin
5993,Black Sabbath
5994,Black Sabbath
5994,Kanye West
5994,Led Zeppelin
5995,Black Sabbath
5995,Scorpions
5995,Led Zeppelin
5995,Deep Purple
5996,Kanye West
5996,"Tyler, the Creator"
5997,Kanye West
5997,Kendrick Lamar
5998,Led Zeppelin
5998,Kanye West
5999,Led Zeppelin
5999,"Tyler, the Creator"
5999,Deep Purple
6000,Queen
6000,"Tyler, the Creator"
6001,Queen
6002,Kendrick Lamar
6002,"Tyler, the Creator"
6003,Kendrick Lamar
6004,Led Zeppelin
6004,Black Sabbath
6004,Deep Purple
6005,Kendrick Lamar
6006,Scorpions
6006,Queen
6007,Led Zeppelin
6007,2pac
6007,Deep Purple
6008,Led Zeppelin
6008,Queen
6008,Jay-Z
6009,Kanye West
6010,Led Zeppelin
6010,Black Sabbath
6011,Jay-Z
6011,Queen
6012,Kanye West
6013,Deep Purple
6013,Queen
6013,Led Zeppelin
6014,Jay-Z
6014,Kanye West
6015,Led Zeppelin
6016,Kendrick Lamar
6016,"Tyler, the Creator"
6017,2pac
6017,Kanye West
6018,Deep Purple
6018,Queen
6018,"Tyler, the Creator"
6019,Jay-Z
6019,Led Zeppelin
6019,2pac
6019,Kendrick Lamar
6020,Kanye West
6020,Queen
6021,Kendrick Lamar
6021,"Tyler, the Creator"
6021,Jay-Z
6022,Kanye West
6022,Queen
6022,Kendrick Lamar
6023,Queen
6024,Queen
6025,Jay-Z
6025,Queen
6025,Kendrick Lamar
6026,Kendrick Lamar
6027,Deep Purple
6027,Queen
6027,Led Zeppelin
6028,Kendrick Lamar
6029,Led Zeppelin
6029,Queen
6030,Kendrick Lamar
6030,Scorpions
6030,Kanye West
6031,Kendrick Lamar
6031,Black Sabbath
6031,Deep Purple
6032,Led Zeppelin
6032,Queen
6032,Black Sabbath
6032,Kendrick Lamar
6033,Led Zeppelin
6033,Queen
6034,Queen
6035,"Tyler, the Creator"
6035,Black Sabbath
6035,Kendrick Lamar
6036,Led Zeppelin
6037,Scorpions
6038,"Tyler, the Creator"
6038,2pac
6038,Jay-Z
6039,Kendrick Lamar
6040,Queen
6041,Kanye West
6042,Led Zeppelin
6042,Scorpions
6042,Kendrick Lamar
6043,Led Zeppelin
6043,Queen
6044,Kendrick Lamar
6044,"Tyler, the Creator"
6044,Deep Purple
6045,Queen
6046,Deep Purple
6047,2pac
6047,Kanye West
6047,Kendrick Lamar
6048,Deep Purple
6048,Black Sabbath
6048,Led Zeppelin
6049,2pac
6049,Kanye West
6049,Led Zeppelin
6049,Kendrick Lamar
6050,Led Zeppelin
6050,Deep Purple
6051,Queen
6051,2pac
6051,Kendrick Lamar
6052,"Tyler, the Creator"
6052,Queen
6052,Kendrick Lamar
6052,Kanye West
6053,Queen
6053,Scorpions
6053,Led Zeppelin
6054,Queen
6054,"Tyler, the Creator"
6054,Led Zeppelin
6055,Deep Purple
6055,Queen
6055,Kendrick Lamar
6056,Black Sabbath
6056,Queen
6056,"Tyler, the Creator"
6056,Led Zeppelin
6057,Kanye West
6057,Queen
6057,2pac
6058,Kanye West
6058,"Tyler, the Creator"
6058,Kendrick Lamar
6059,2pac
6059,Kanye West
6059,Kendrick Lamar
6060,Kendrick Lamar
6060,"Tyler, the Creator"
6060,Black Sabbath
6061,Kendrick Lamar
6061,Black Sabbath
6062,Kanye West
6062,"Tyler, the Creator"
6062,Kendrick Lamar
6063,Queen
6063,Led Zeppelin
6064,Kanye West
6064,Queen
6064,"Tyler, the Creator"
6064,2pac
6065,Kendrick Lamar
6066,Queen
6066,2pac
6066,Kendrick Lamar
6067,Jay-Z
6067,2pac
6068,Queen
6068,Scorpions
6069,Led Zeppelin
6069,Queen
6069,Black Sabbath
6069,Jay-Z
6070,Kendrick Lamar
6071,Black Sabbath
6071,Led Zeppelin
6072,"Tyler, the Creator"
6072,Led Zeppelin
6072,Kendrick Lamar
6073,Led Zeppelin
6073,Black Sabbath
6073,Deep Purple
6074,Queen
6074,Kendrick Lamar
6074,Jay-Z
6075,Scorpions
6075,Kanye West
6075,Led Zeppelin
6075,Black Sabbath
6076,Led Zeppelin
6076,Queen
6076,"Tyler, the Creator"
6076,Deep Purple
6077,Led Zeppelin
6077,Queen
6077,2pac
6078,Queen
6078,Scorpions
6078,Black Sabbath
6078,Kanye West
6079,"Tyler, the Creator"
6080,Led Zeppelin
6081,Kanye West
6081,Kendrick Lamar
6082,Kanye West
6082,"Tyler, the Creator"
6082,Led Zeppelin
6082,2pac
6083,"Tyler, the Creator"
6083,Kendrick Lamar
6083,Jay-Z
6084,Kendrick Lamar
6084,"Tyler, the Creator"
6085,Queen
6085,Scorpions
6085,Black Sabbath
6086,"Tyler, the Creator"
6086,Kanye West
6086,Led Zeppelin
6087,Queen
6087,Led Zeppelin
6087,Black Sabbath
6088,Jay-Z
6088,2pac
6088,Kendrick Lamar
6089,Queen
6090,Black Sabbath
6090,Led Zeppelin
6090,Deep Purple
6091,Led Zeppelin
6091,Scorpions
6091,Queen
6092,Black Sabbath
6092,Queen
6092,"Tyler, the Creator"
6092,Kendrick Lamar
6093,Queen
6093,Led Zeppelin
6093,Deep Purple
6094,Deep Purple
6094,Queen
6094,Led Zeppelin
6095,Led Zeppelin
6095,Queen
6095,Deep Purple
6096,Led Zeppelin
6096,Queen
6097,Deep Purple
6098,2pac
6098,Kanye West
6098,"Tyler, the Creator"
6099,"Tyler, the Creator"
6099,Black Sabbath
6099,Kendrick Lamar
6099,Jay-Z
6100,Led Zeppelin
6100,Black Sabbath
6100,2pac
6101,Queen
6101,"Tyler, the Creator"
6101,Led Zeppelin
6102,"Tyler, the Creator"
6102,2pac
6102,Kendrick Lamar
6103,Jay-Z
6103,2pac
6104,Scorpions
6104,Deep Purple
6105,Black Sabbath
6105,Led Zeppelin
6106,Kendrick Lamar
6106,Deep Purple
6107,Queen
6108,"Tyler, the Creator"
6108,2pac
6109,2pac
6109,"Tyler, the Creator"
6110,Queen
6110,Led Zeppelin
6110,Kendrick Lamar
6111,"Tyler, the Creator"
6111,Kendrick Lamar
6112,Led Zeppelin
6112,Black Sabbath
6113,"Tyler, the Creator"
6114,Queen
6114,"Tyler, the Creator"
6114,Led Zeppelin
6115,Kanye West
6115,"Tyler, the Creator"
6115,Black Sabbath
6116,"Tyler, the Creator"
6117,Kanye West
6117,Queen
6117,2pac
6117,Deep Purple
6118,Kanye West
6118,"Tyler, the Creator"
6119,"Tyler, the Creator"
6119,Kanye West
6119,Jay-Z
6120,Queen
6120,Scorpions
6120,Led Zeppelin
6121,Queen
6121,Deep Purple
6122,2pac
6123,"Tyler, the Creator"
6123,2pac
6123,Jay-Z
6124,Black Sabbath
6124,Queen
6125,Queen
6125,Black Sabbath
6125,Led Zeppelin
6126,Kendrick Lamar
6127,Queen
6127,Black Sabbath
6127,Deep Purple
6128,"Tyler, the Creator"
6129,Led Zeppelin
6129,Kanye West
6129,Scorpions
6129,Kendrick Lamar
6130,Kanye West
6130,Queen
6130,2pac
6131,Scorpions
6131,Black Sabbath
6131,Kendrick Lamar
6132,Deep Purple
6132,Kanye West
6132,Led Zeppelin
6133,"Tyler, the Creator"
6133,Kendrick Lamar
6134,Kendrick Lamar
6134,Queen
6135,Queen
6135,Black Sabbath
6136,Queen
6136,Led Zeppelin
6137,Led Zeppelin
6137,Queen
6137,Deep Purple
6138,Queen
6139,"Tyler, the Creator"
6139,Kanye West
6139,Queen
6139,Jay-Z
6140,2pac
6140,Kanye West
6140,Black Sabbath
6140,Kendrick Lamar
6141,Queen
6141,Black Sabbath
6142,Queen
6142,Kanye West
6142,"Tyler, the Creator"
6142,Deep Purple
6143,Kanye West
6143,"Tyler, the Creator"
6143,Black Sabbath
6143,Deep Purple
6144,Queen
6144,"Tyler, the Creator"
6145,Kendrick Lamar
6145,"Tyler, the Creator"
6145,Jay-Z
6146,Led Zeppelin
6146,Black Sabbath
6147,Kendrick Lamar
6147,"Tyler, the Creator"
6148,"Tyler, the Creator"
6148,Queen
6149,Led Zeppelin
6149,Scorpions
6149,"Tyler, the Creator"
6150,Queen
6150,Led Zeppelin
6150,Deep Purple
6151,Kanye West
6152,Kendrick Lamar
6152,Black Sabbath
6152,Led Zeppelin
6152,Jay-Z
6153,Deep Purple
6154,Queen
6154,Led Zeppelin
6155,Kendrick Lamar
6156,Led Zeppelin
6156,Black Sabbath
6157,Queen
6157,Deep Purple
6158,Black Sabbath
6158,Queen
6159,Kanye West
6159,"Tyler, the Creator"
6159,2pac
6160,Deep Purple
6161,Kendrick Lamar
6162,Queen
6162,2pac
6163,Kendrick Lamar
6163,Black Sabbath
6163,2pac
6164,Kendrick Lamar
6164,Kanye West
6164,"Tyler, the Creator"
6165,Kendrick Lamar
6166,Kendrick Lamar
6166,"Tyler, the Creator"
6166,Black Sabbath
6166,Jay-Z
6167,Black Sabbath
6168,"Tyler, the Creator"
6168,Queen
6168,Kendrick Lamar
6169,2pac
6169,Queen
6169,"Tyler, the Creator"
6170,Queen
6171,"Tyler, the Creator"
6171,Led Zeppelin
6171,2pac
6172,Scorpions
6173,Kendrick Lamar
6173,Queen
6173,"Tyler, the Creator"
6174,"Tyler, the Creator"
6174,Kendrick Lamar
6175,Queen
6176,Kendrick Lamar
