Transaction,Item
5677,Kanye West
5677,Kendrick Lamar
5678,Queen
5678,Led Zeppelin
5678,Kendrick Lamar
5679,"Tyler, the Creator"
5679,Kendrick Lamar
5680,Kendrick Lamar
5681,Scorpions
5681,Kanye West
5682,Queen
5682,Black Sabbath
5682,Led Zeppelin
5682,Scorpions
5683,Kendrick Lamar
5684,Queen
5684,Black Sabbath
5684,Deep Purple
5684,Jay-Z
5685,Kanye West
5685,"Tyler, the Creator"
5685,Kendrick Lamar
5686,Led Zeppelin
5687,Kendrick Lamar
5688,"Tyler, the Creator"
5688,Kendrick Lamar
5688,Queen
5688,Scorpions
5689,Scorpions
5689,Kendrick Lamar
5690,Led Zeppelin
5690,Scorpions
5691,"Tyler, the Creator"
5691,Jay-Z
5692,Queen
5692,Scorpions
5693,Black Sabbath
5694,Scorpions
5694,Queen
5695,"Tyler, the Creator"
5695,Kanye West
5696,Kendrick Lamar
5697,Kanye West
5697,Kendrick Lamar
5698,Jay-Z
5698,Kanye West
5698,"Tyler, the Creator"
5698,Kendrick Lamar
5699,Kendrick Lamar
5699,Kanye West
5700,Kanye West
5700,2pac
5700,Led Zeppelin
5700,Kendrick Lamar
5701,Kendrick Lamar
5701,Queen
5701,Jay-Z
5702,Kanye West
5702,Kendrick Lamar
5703,Kanye West
5704,Kendrick Lamar
5704,Led Zeppelin
5704,"Tyler, the Creator"
5705,Jay-Z
5705,Kanye West
5706,"Tyler, the Creator"
5706,Deep Purple
5706,Kanye West
5706,Black Sabbath
5707,Kanye West
5708,Deep Purple
5708,Scorpions
5709,Scorpions
5709,2pac
5709,Black Sabbath
5710,Scorpions
5711,Scorpions
5711,Led Zeppelin
5711,"Tyler, the Creator"
5711,Black Sabbath
5712,Queen
5713,Kanye West
5713,Led Zeppelin
5714,Led Zeppelin
5714,Deep Purple
5714,Scorpions
5715,Kendrick Lamar
5716,Kendrick Lamar
5716,Queen
5716,Jay-Z
5717,Led Zeppelin
5718,Black Sabbath
5718,Led Zeppelin
5719,Led Zeppelin
5719,Black Sabbath
5720,Led Zeppelin
5720,Deep Purple
5720,Kanye West
5720,Kendrick Lamar
5721,Scorpions
5721,Kendrick Lamar
5722,Kanye West
5722,Kendrick Lamar
5723,2pac
5723,Kanye West
5723,Kendrick Lamar
5723,Scorpions
5724,Queen
5724,Kanye West
5725,Led Zeppelin
5725,Queen
5725,Black Sabbath
5726,Queen
5726,Scorpions
5727,Queen
5727,Deep Purple
5728,Kanye West
5729,Jay-Z
5729,"Tyler, the Creator"
5729,Kendrick Lamar
5730,Led Zeppelin
5730,Scorpions
5731,Black Sabbath
5732,Kendrick Lamar
5733,Jay-Z
5734,Kanye West
5735,Kendrick Lamar
5736,Queen
5736,Jay-Z
5737,Kanye West
5738,Kanye West
5738,Led Zeppelin
5738,Kendrick Lamar
5739,Black Sabbath
5739,Led Zeppelin
5739,Scorpions
5740,Queen
5741,"Tyler, the Creator"
5741,Kanye West
5742,Led Zeppelin
5742,Kanye West
5742,Kendrick Lamar
5743,Scorpions
5743,Black Sabbath
5744,Kanye West
5744,Kendrick Lamar
5745,Kendrick Lamar
5745,Queen
5746,Kendrick Lamar
5746,Kanye West
5746,"Tyler, the Creator"
5747,Kendrick Lamar
5747,Led Zeppelin
5747,"Tyler, the Creator"
5748,Kendrick Lamar
5748,Kanye West
5748,"Tyler, the Creator"
5749,Queen
5749,Led Zeppelin
5749,"Tyler, the Creator"
5749,Black Sabbath
5750,Black Sabbath
5750,Queen
5750,Scorpions
5751,Kendrick Lamar
5752,Led Zeppelin
5752,Kendrick Lamar
5753,2pac
5753,Kendrick Lamar
5753,Jay-Z
5754,Jay-Z
5754,Led Zeppelin
5754,Kendrick Lamar
5754,Scorpions
5755,Scorpions
5755,Led Zeppelin
5755,Queen
5756,Kendrick Lamar
5757,2pac
5757,Kanye West
5757,Kendrick Lamar
5757,Jay-Z
5758,Queen
5758,Scorpions
5759,Queen
5759,Led Zeppelin
5759,2pac
5759,Scorpions
5760,Queen
5760,Kendrick Lamar
5761,Deep Purple
5761,"Tyler, the Creator"
5761,Queen
5762,Scorpions
5762,Led Zeppelin
5762,Queen
5763,Kendrick Lamar
5764,"Tyler, the Creator"
5764,Kendrick Lamar
5765,Led Zeppelin
5765,Scorpions
5766,Queen
5766,Led Zeppelin
5766,Black Sabbath
5767,Queen
5767,Kendrick Lamar
5767,Scorpions
5768,Queen
5769,Kanye West
5769,Queen
5770,Queen
5770,Black Sabbath
5770,Kanye West
5770,Jay-Z
5771,Deep Purple
5772,Jay-Z
5772,Kendrick Lamar
5772,Queen
5773,Black Sabbath
5774,Led Zeppelin
5774,Deep Purple
5774,Kendrick Lamar
5774,Scorpions
5775,Kanye West
5775,Jay-Z
5776,Jay-Z
5776,Kanye West
5776,Kendrick Lamar
5777,Scorpions
5777,Queen
5778,Kendrick Lamar
5778,Deep Purple
5778,"Tyler, the Creator"
5778,Jay-Z
5779,Kendrick Lamar
5779,"Tyler, the Creator"
5779,Black Sabbath
5780,Jay-Z
5780,Led Zeppelin
5781,Queen
5781,Kendrick Lamar
5782,Kanye West
5782,Kendrick Lamar
5782,Jay-Z
5783,Kanye West
5784,"Tyler, the Creator"
5784,Kanye West
5784,2pac
5785,Jay-Z
5785,Deep Purple
5785,Queen
5785,Scorpions
5786,Black Sabbath
5786,Queen
5787,Kanye West
5787,Scorpions
5787,Jay-Z
5788,Queen
5789,Kanye West
5789,Queen
5790,Jay-Z
5790,Scorpions
5791,Black Sabbath
5792,Kendrick Lamar
5792,Kanye West
5793,Kendrick Lamar
5794,Queen
5795,Kendrick Lamar
5795,Kanye West
5795,Jay-Z
5795,Scorpions
5796,Scorpions
5796,Deep Purple
5796,Led Zeppelin
5796,Black Sabbath
5797,Queen
5798,Kanye West
5799,2pac
5799,"Tyler, the Creator"
5800,Queen
5800,Deep Purple
5800,Scorpions
5801,Kendrick Lamar
5801,Kanye West
5801,"Tyler, the Creator"
5801,Jay-Z
5802,Queen
5802,Scorpions
5803,Jay-Z
5803,"Tyler, the Creator"
5804,"Tyler, the Creator"
5804,Kanye West
5804,2pac
5805,Queen
5806,Queen
5806,Scorpions
5807,Led Zeppelin
5807,Kanye West
5807,Kendrick Lamar
5807,Black Sabbath
5808,"Tyler, the Creator"
5809,Black Sabbath
5809,Kendrick Lamar
5809,Queen
5810,Led Zeppelin
5810,Scorpions
5811,Kanye West
5811,Led Zeppelin
5811,Kendrick Lamar
5812,"Tyler, the Creator"
5813,Queen
5813,Deep Purple
5813,Kendrick Lamar
5813,Jay-Z
5814,Kendrick Lamar
5814,Kanye West
5814,"Tyler, the Creator"
5815,Black Sabbath
5816,"Tyler, the Creator"
5816,Kendrick Lamar
5817,Kendrick Lamar
5818,Scorpions
5818,Led Zeppelin
5818,Kanye West
5819,Jay-Z
5819,Kanye West
5819,"Tyler, the Creator"
5820,Deep Purple
5820,Led Zeppelin
5820,Queen
5820,Scorpions
5821,Scorpions
5821,Led Zeppelin
5822,Kanye West
5822,Kendrick Lamar
5822,Scorpions
5823,"Tyler, the Creator"
5824,Kanye West
5825,Jay-Z
5825,"Tyler, the Creator"
5825,Kendrick Lamar
5825,Scorpions
5826,Queen
5827,Scorpions
5827,Led Zeppelin
5828,Jay-Z
5828,Kendrick Lamar
5828,Scorpions
5829,Kendrick Lamar
5829,Led Zeppelin
5829,2pac
5830,Led Zeppelin
5830,Queen
5830,Scorpions
5831,"Tyler, the Creator"
5832,Queen
5832,Kanye West
5832,Scorpions
5833,Queen
5833,Kanye West
5834,Kanye West
5834,Kendrick Lamar
5835,Kendrick Lamar
5836,Jay-Z
5836,"Tyler, the Creator"
5836,Kendrick Lamar
5837,Queen
5837,Kanye West
5837,Led Zeppelin
5838,2pac
5839,Queen
5839,Kanye West
5839,Led Zeppelin
5840,Black Sabbath
5841,Kendrick Lamar
5842,Kanye West
5843,Kendrick Lamar
5843,Queen
5843,2pac
5844,Deep Purple
5845,Queen
5846,Black Sabbath
5846,Scorpions
5847,"Tyler, the Creator"
5847,Kanye West
5847,Kendrick Lamar
5848,2pac
5848,Deep Purple
5848,Kendrick Lamar
5849,Deep Purple
5849,Scorpions
5850,Kanye West
5850,Led Zeppelin
5850,"Tyler, the Creator"
5851,Queen
5851,Led Zeppelin
5851,Kendrick Lamar
5851,Scorpions
5852,Scorpions
5852,Led Zeppelin
5853,"Tyler, the Creator"
5853,Kendrick Lamar
5854,Queen
5854,Led Zeppelin
5854,Black Sabbath
5855,Led Zeppelin
5855,Queen
5856,Queen
5856,Scorpions
5857,Scorpions
5858,"Tyler, the Creator"
5858,Led Zeppelin
5859,Kendrick Lamar
5859,Jay-Z
5859,Black Sabbath
5860,Kendrick Lamar
5860,Kanye West
5860,Led Zeppelin
5861,Kendrick Lamar
5861,Kanye West
5861,"Tyler, the Creator"
5861,Jay-Z
5862,Kanye West
5862,"Tyler, the Creator"
5862,2pac
5863,Kendrick Lamar
5863,Kanye West
5864,Kanye West
5864,"Tyler, the Creator"
5864,Scorpions
5865,Kendrick Lamar
5866,Kanye West
5867,Scorpions
5867,Queen
5868,Queen
5868,2pac
5868,Scorpions
5869,Jay-Z
5869,"Tyler, the Creator"
5870,Led Zeppelin
5870,Kendrick Lamar
5870,Queen
5870,Scorpions
5871,Scorpions
5872,Kanye West
5873,Kendrick Lamar
5874,Kanye West
5875,Deep Purple
5875,"Tyler, the Creator"
5875,Queen
5876,2pac
5876,Jay-Z
5877,Scorpions
5878,Led Zeppelin
5878,Deep Purple
5878,Kanye West
5878,Scorpions
5879,Kendrick Lamar
5879,Jay-Z
5880,Led Zeppelin
5880,Scorpions
5880,Black Sabbath
5881,Scorpions
5882,"Tyler, the Creator"
5883,Led Zeppelin
5883,Queen
5884,2pac
5884,Kanye West
5885,Queen
5886,Kendrick Lamar
5887,Kanye West
5887,2pac
5888,Led Zeppelin
5888,Kanye West
5888,Queen
5889,Queen
5890,Queen
5890,Scorpions
5891,Deep Purple
5891,Queen
5891,Scorpions
5892,Kanye West
5892,"Tyler, the Creator"
5892,Kendrick Lamar
5892,Scorpions
5893,Jay-Z
5893,Kanye West
5893,Kendrick Lamar
5894,Queen
5895,Kendrick Lamar
5895,Kanye West
5895,"Tyler, the Creator"
5895,Scorpions
5896,"Tyler, the Creator"
5896,Kendrick Lamar
5896,Scorpions
5897,Queen
5897,Deep Purple
5897,Kanye West
5897,Led Zeppelin
5898,Kanye West
5898,Led Zeppelin
5898,"Tyler, the Creator"
5899,"Tyler, the Creator"
5900,Kanye West
5900,Kendrick Lamar
5900,Jay-Z
5901,Led Zeppelin
5901,Kanye West
5901,Queen
5901,Scorpions
5902,Queen
5902,Kanye West
5902,Kendrick Lamar
5902,Scorpions
5903,Jay-Z
5903,Kanye West
5903,Kendrick Lamar
5903,Scorpions
5904,Kanye West
5904,"Tyler, the Creator"
5904,Queen
5904,Black Sabbath
5905,Kanye West
5906,Kanye West
5906,"Tyler, the Creator"
5906,Kendrick Lamar
5906,Black Sabbath
5907,Queen
5907,Deep Purple
5907,Kanye West
5907,Jay-Z
5908,Deep Purple
5908,Led Zeppelin
5908,Scorpions
5909,Kanye West
5909,Kendrick Lamar
5910,Queen
5910,Scorpions
5911,Black Sabbath
5911,Queen
5911,Jay-Z
5912,Black Sabbath
5912,2pac
5913,Queen
5914,Scorpions
5915,Kanye West
5915,Kendrick Lamar
5915,Scorpions
5916,Queen
5917,Queen
5917,Deep Purple
5917,Kanye West
5917,Black Sabbath
5918,Scorpions
5918,Led Zeppelin
5919,Kendrick Lamar
5919,Kanye West
5920,Kendrick Lamar
5920,Kanye West
5920,Jay-Z
5921,Kendrick Lamar
5921,Kanye West
5921,"Tyler, the Creator"
5921,2pac
5922,"Tyler, the Creator"
5922,2pac
5922,Kendrick Lamar
5923,Queen
5923,2pac
5923,Black Sabbath
5924,Queen
5924,Deep Purple
5924,Kendrick Lamar
5925,Kanye West
5926,Led Zeppelin
5926,Queen
5926,2pac
5927,2pac
5927,Kendrick Lamar
5928,Black Sabbath
5928,Scorpions
5928,Deep Purple
5928,Led Zeppelin
5929,Led Zeppelin
5929,Queen
5930,Queen
5930,Deep Purple
5930,Scorpions
5931,Led Zeppelin
5932,Deep Purple
5932,Black Sabbath
5932,Scorpions
5933,Queen
5934,Scorpions
5934,Jay-Z
5935,"Tyler, the Creator"
5935,Kanye West
5935,Kendrick Lamar
5936,Kendrick Lamar
5936,"Tyler, the Creator"
5937,Kendrick Lamar
5937,"Tyler, the Creator"
5937,2pac
5937,Jay-Z
5938,Scorpions
5939,Queen
5939,Kendrick Lamar
5939,Scorpions
5940,"Tyler, the Creator"
5940,Kendrick Lamar
5941,Scorpions
5942,Queen
5943,Scorpions
5943,Kanye West
5943,Kendrick Lamar
5943,Queen
5944,Kendrick Lamar
5945,Queen
5945,Led Zeppelin
5945,Scorpions
5946,Scorpions
5946,Led Zeppelin
5946,Black Sabbath
5947,"Tyler, the Creator"
5947,Kanye West
5947,2pac
5948,Kendrick Lamar
5948,Kanye West
5948,Black Sabbath
5949,Kanye West
5949,2pac
5950,Queen
5950,Led Zeppelin
5950,"Tyler, the Creator"
5951,Deep Purple
5951,Kanye West
5951,Scorpions
5952,Queen
5952,Deep Purple
5952,Scorpions
5953,Queen
5953,Led Zeppelin
5953,"Tyler, the Creator"
5953,Scorpions
5954,Scorpions
5954,Led Zeppelin
5954,Queen
5955,Kanye West
5955,Led Zeppelin
5955,Kendrick Lamar
5955,Jay-Z
5956,Deep Purple
5956,Kanye West
5956,Scorpions
5957,Black Sabbath
5957,Deep Purple
5957,"Tyler, the Creator"
5957,Scorpions
5958,2pac
5958,Led Zeppelin
5958,"Tyler, the Creator"
5959,Queen
5959,Scorpions
5960,Queen
5960,Led Zeppelin
5960,"Tyler, the Creator"
5961,Queen
5961,Kanye West
5961,Led Zeppelin
5962,Led Zeppelin
5962,Queen
5963,Kanye West
5963,"Tyler, the Creator"
5963,Jay-Z
5964,Scorpions
5964,Kendrick Lamar
5964,Jay-Z
5965,Queen
5965,Led Zeppelin
5966,"Tyler, the Creator"
5966,Scorpions
5966,2pac
5966,Jay-Z
5967,"Tyler, the Creator"
5968,2pac
5968,Kendrick Lamar
5969,Kanye West
5969,"Tyler, the Creator"
5970,Black Sabbath
5970,Deep Purple
5970,Kendrick Lamar
5971,Kendrick Lamar
5971,Kanye West
5972,Jay-Z
5972,Kendrick Lamar
5972,Queen
5972,Scorpions
5973,Deep Purple
5973,Kendrick Lamar
5973,Queen
5973,Black Sabbath
5974,Queen
5974,Led Zeppelin
5974,Scorpions
5975,Queen
5975,Black Sabbath
5975,2pac
5975,Scorpions
5976,Queen
5976,Led Zeppelin
5977,"Tyler, the Creator"
5977,Black Sabbath
5978,Queen
5979,Scorpions
5979,"Tyler, the Creator"
5979,Queen
5980,Black Sabbath
5980,Led Zeppelin
5981,Led Zeppelin
5981,Scorpions
5982,Queen
5982,Led Zeppelin
5982,Scorpions
5983,Scorpions
5984,Scorpions
5985,Kendrick Lamar
5986,Led Zeppelin
5987,Kanye West
5988,Kendrick Lamar
5988,Led Zeppelin
5988,"Tyler, the Creator"
5988,Jay-Z
5989,"Tyler, the Creator"
5989,Kanye West
5990,Led Zeppelin
5991,Scorpions
5991,Kendrick Lamar
5992,2pac
5993,Scorpions
5993,Led Zeppelin
5993,Queen
5994,Led Zeppelin
5994,Queen
5995,Queen
5995,Deep Purple
5995,"Tyler, the Creator"
5996,Kendrick Lamar
5997,Scorpions
5997,Kendrick Lamar
5998,Queen
5998,Deep Purple
5998,Jay-Z
5999,Scorpions
5999,Led Zeppelin
5999,Black Sabbath
6000,Queen
6000,Led Zeppelin
6000,Scorpions
6001,Kendrick Lamar
6001,Kanye West
6001,Jay-Z
6002,"Tyler, the Creator"
6002,Deep Purple
6002,Kanye West
6002,Kendrick Lamar
6003,"Tyler, the Creator"
6003,Kanye West
6003,Kendrick Lamar
6004,Kanye West
6005,Black Sabbath
6006,Led Zeppelin
6006,"Tyler, the Creator"
6006,Kendrick Lamar
6007,Black Sabbath
6007,Led Zeppelin
6008,Queen
6008,Deep Purple
6008,Led Zeppelin
6009,Queen
6009,Led Zeppelin
6009,Kanye West
6010,Kanye West
6010,"Tyler, the Creator"
6010,Kendrick Lamar
6011,Led Zeppelin
6011,Scorpions
6012,Scorpions
6012,Led Zeppelin
6012,"Tyler, the Creator"
6013,2pac
6013,"Tyler, the Creator"
6014,Kendrick Lamar
6014,Kanye West
6014,"Tyler, the Creator"
6015,Led Zeppelin
6015,Scorpions
6016,"Tyler, the Creator"
6017,Led Zeppelin
6017,Queen
6018,Kanye West
6019,Kanye West
6019,"Tyler, the Creator"
6019,Queen
6020,"Tyler, the Creator"
6020,Kanye West
6020,Led Zeppelin
6021,Jay-Z
6021,Kendrick Lamar
6022,Scorpions
6023,Jay-Z
6023,Kanye West
6023,Scorpions
6024,"Tyler, the Creator"
6024,Black Sabbath
6025,Kanye West
6025,"Tyler, the Creator"
6025,Kendrick Lamar
6026,2pac
6027,Queen
6027,Led Zeppelin
6028,"Tyler, the Creator"
6028,Kendrick Lamar
6028,Jay-Z
6029,Kendrick Lamar
6030,Queen
6030,Scorpions
6031,Kanye West
6032,Queen
6032,Kanye West
6032,Kendrick Lamar
6033,Queen
6034,Queen
6034,Scorpions
6034,Deep Purple
6034,Led Zeppelin
6035,Black Sabbath
6035,Queen
6035,Scorpions
6036,2pac
6037,Queen
6038,Queen
6038,Kendrick Lamar
6038,Scorpions
6039,Kendrick Lamar
6039,Kanye West
6040,Kanye West
6040,2pac
6041,2pac
6041,Kendrick Lamar
6041,Jay-Z
6042,2pac
6043,Kendrick Lamar
6044,Led Zeppelin
6045,Deep Purple
6045,Jay-Z
6045,Black Sabbath
6046,Queen
6047,Kendrick Lamar
6048,Led Zeppelin
6048,Queen
6049,Kanye West
6049,Kendrick Lamar
6050,Kendrick Lamar
6051,Deep Purple
6051,Scorpions
6051,Queen
6051,Black Sabbath
6052,Kanye West
6052,"Tyler, the Creator"
6052,Kendrick Lamar
6053,"Tyler, the Creator"
6053,Deep Purple
6053,Kanye West
6054,Kanye West
6054,Kendrick Lamar
6055,Kendrick Lamar
6055,Kanye West
6056,Kendrick Lamar
6056,Kanye West
6057,Kendrick Lamar
6057,Led Zeppelin
6057,"Tyler, the Creator"
6058,Queen
6059,Queen
6060,Queen
6061,Queen
6061,Led Zeppelin
6061,Kendrick Lamar
6061,Scorpions
6062,Kendrick Lamar
6062,Led Zeppelin
6062,Jay-Z
6063,Kanye West
6063,Kendrick Lamar
6063,Queen
6064,Kanye West
6064,Kendrick Lamar
6065,Scorpions
6065,Queen
6065,Kendrick Lamar
6065,Black Sabbath
6066,2pac
6066,Kanye West
6066,"Tyler, the Creator"
6066,Kendrick Lamar
6067,Led Zeppelin
6067,Scorpions
6068,Deep Purple
6068,"Tyler, the Creator"
6068,Jay-Z
6069,"Tyler, the Creator"
6069,Kanye West
6069,Kendrick Lamar
6070,2pac
6070,Kendrick Lamar
6070,Scorpions
6071,Jay-Z
6071,Kanye West
6071,Kendrick Lamar
6072,Led Zeppelin
6072,Queen
6072,Jay-Z
6073,Queen
6074,Led Zeppelin
6075,"Tyler, the Creator"
6075,Kendrick Lamar
6075,Led Zeppelin
6075,2pac
6076,Kendrick Lamar
6076,Kanye West
6076,"Tyler, the Creator"
6077,Deep Purple
6077,Jay-Z
6077,Scorpions
6078,Black Sabbath
6078,Led Zeppelin
6078,Kendrick Lamar
6078,Scorpions
6079,Led Zeppelin
6079,Queen
6079,Scorpions
6080,Queen
6080,Led Zeppelin
6080,Kendrick Lamar
6080,Scorpions
6081,Deep Purple
6081,Scorpions
6082,Led Zeppelin
6082,Scorpions
6083,Kanye West
6083,Queen
6083,Jay-Z
6084,Scorpions
6084,Led Zeppelin
6084,Queen
6085,Led Zeppelin
6085,Kanye West
6085,Queen
6086,Queen
6086,Kendrick Lamar
6086,Black Sabbath
6087,Scorpions
6087,"Tyler, the Creator"
6087,Queen
6087,Black Sabbath
6088,Scorpions
6088,Led Zeppelin
6088,Kanye West
6089,Queen
6089,Black Sabbath
6090,2pac
6090,"Tyler, the Creator"
6090,Kendrick Lamar
6090,Black Sabbath
6091,Kendrick Lamar
6091,Queen
6091,Scorpions
6092,Led Zeppelin
6093,Scorpions
6093,Led Zeppelin
6094,Kendrick Lamar
6094,Led Zeppelin
6094,Scorpions
6095,Led Zeppelin
6096,Deep Purple
6096,Led Zeppelin
6096,Scorpions
6097,Scorpions
6097,Black Sabbath
6098,Kendrick Lamar
6098,Kanye West
6098,Queen
6099,Kanye West
6099,2pac
6100,Black Sabbath
6100,Led Zeppelin
6100,Kanye West
6101,Scorpions
6101,Led Zeppelin
6101,Kendrick Lamar
6101,Black Sabbath
6102,Kanye West
6102,Kendrick Lamar
6103,Led Zeppelin
6103,Queen
6103,Black Sabbath
6104,Kendrick Lamar
6105,Kanye West
6105,"Tyler, the Creator"
6105,Queen
6106,Queen
6106,Kanye West
6106,Black Sabbath
6107,"Tyler, the Creator"
6107,Scorpions
6108,2pac
6108,"Tyler, the Creator"
6109,Kendrick Lamar
6109,"Tyler, the Creator"
6110,Queen
6110,Black Sabbath
6111,Deep Purple
6111,Jay-Z
6112,Kanye West
6112,Led Zeppelin
6112,"Tyler, the Creator"
6112,Kendrick Lamar
6113,Scorpions
6114,Kanye West
6114,"Tyler, the Creator"
6115,Kanye West
6115,"Tyler, the Creator"
6115,Kendrick Lamar
6116,Queen
6116,Led Zeppelin
6117,Kendrick Lamar
6118,Kanye West
6118,Led Zeppelin
6118,Kendrick Lamar
6119,2pac
6120,Queen
6120,"Tyler, the Creator"
6121,Scorpions
6121,Black Sabbath
6122,Kanye West
6122,Jay-Z
6123,Led Zeppelin
6123,Queen
6123,Scorpions
6124,Queen
6125,Queen
6126,Kanye West
6126,Queen
6126,Scorpions
6127,Queen
6127,Kanye West
6127,Kendrick Lamar
6127,Scorpions
6128,Scorpions
6128,Led Zeppelin
6128,Queen
6128,Jay-Z
6129,Kanye West
6130,Queen
6130,Led Zeppelin
6130,Kendrick Lamar
6130,Black Sabbath
6131,Led Zeppelin
6131,"Tyler, the Creator"
6132,"Tyler, the Creator"
6132,Kanye West
6132,2pac
6133,"Tyler, the Creator"
6133,Scorpions
6134,2pac
6134,Queen
6135,Kanye West
6135,2pac
6135,Led Zeppelin
6135,Kendrick Lamar
6136,Jay-Z
6136,2pac
6137,Kanye West
6137,"Tyler, the Creator"
6138,Kendrick Lamar
6138,Kanye West
6138,Scorpions
6139,Jay-Z
6139,Queen
6140,Kendrick Lamar
6140,"Tyler, the Creator"
6140,Scorpions
6141,Kanye West
6141,Kendrick Lamar
6142,Black Sabbath
6143,Queen
6143,Led Zeppelin
6143,"Tyler, the Creator"
6143,Black Sabbath
6144,Led Zeppelin
6145,Kanye West
6146,Kanye West
6146,Kendrick Lamar
6147,Kanye West
6147,Queen
6147,Scorpions
6148,Queen
6148,Led Zeppelin
6149,Scorpions
6149,Kanye West
6149,Queen
6150,"Tyler, the Creator"
6150,Kanye West
6150,Kendrick Lamar
6151,Queen
6152,Kendrick Lamar
6152,Kanye West
6153,Kendrick Lamar
6153,Kanye West
6153,2pac
6154,Kendrick Lamar
6155,Queen
6155,Scorpions
6155,Kanye West
6155,Black Sabbath
6156,Queen
6156,Black Sabbath
6156,Kendrick Lamar
6156,Scorpions
6157,Scorpions
6157,Black Sabbath
6158,Scorpions
6159,Queen
6159,Kanye West
6159,"Tyler, the Creator"
6159,Jay-Z
6160,Led Zeppelin
6160,Kendrick Lamar
6160,Queen
6160,Black Sabbath
6161,Led Zeppelin
6161,Kendrick Lamar
6162,"Tyler, the Creator"
6162,Kanye West
6162,Queen
6163,Kanye West
6163,Kendrick Lamar
6164,Jay-Z
6165,Kendrick Lamar
6165,Led Zeppelin
6165,Scorpions
6166,Queen
6166,2pac
6166,Kendrick Lamar
6166,Scorpions
6167,Queen
6167,Led Zeppelin
6167,Scorpions
6168,Scorpions
6168,Led Zeppelin
6168,Queen
6169,Led Zeppelin
6169,Scorpions
6170,Deep Purple
6170,Kanye West
6170,Scorpions
6171,Scorpions
6171,Queen
6172,Led Zeppelin
6172,Queen
6173,Queen
6173,"Tyler, the Creator"
6173,Kendrick Lamar
6173,Scorpions
6174,Scorpions
6175,Kendrick Lamar
6175,Queen
6176,Kanye West
6176,Kendrick Lamar
6177,Scorpions
6178,Queen
6179,Queen
6180,"Tyler, the Creator"
6180,2pac
6181,Kendrick Lamar
6182,Queen
6183,Kanye West
6183,"Tyler, the Creator"
6183,Jay-Z
6184,Scorpions
6185,Scorpions
6186,"Tyler, the Creator"
6186,Led Zeppelin
6186,Kendrick Lamar
6187,Led Zeppelin
6187,Kanye West
6187,Scorpions
6188,Kanye West
6188,Kendrick Lamar
6188,Queen
6189,Queen
6189,Scorpions
6190,Led Zeppelin
6191,Kanye West
6191,Led Zeppelin
6191,"Tyler, the Creator"
6192,Kendrick Lamar
6192,Led Zeppelin
6192,Queen
6192,Jay-Z
6193,"Tyler, the Creator"
6194,Jay-Z
6194,Kendrick Lamar
6194,Scorpions
6195,2pac
6196,2pac
6196,Kendrick Lamar
6196,Queen
6197,Scorpions
6197,Black Sabbath
6198,Scorpions
6198,"Tyler, the Creator"
6198,Queen
6199,"Tyler, the Creator"
6199,Kanye West
6199,Scorpions
6200,"Tyler, the Creator"
6200,Kendrick Lamar
6200,Jay-Z
6201,Queen
6202,Scorpions
6202,Jay-Z
6203,Kanye West
6203,Kendrick Lamar
6204,Kanye West
6204,2pac
6204,Queen
6204,Kendrick Lamar
6205,Queen
6205,"Tyler, the Creator"
6205,Kendrick Lamar
6206,Jay-Z
6207,Deep Purple
6208,"Tyler, the Creator"
6208,Kanye West
6208,Kendrick Lamar
6209,"Tyler, the Creator"
6209,Kanye West
6210,2pac
6210,"Tyler, the Creator"
6211,Kendrick Lamar
6212,Queen
6212,Deep Purple
6212,Kendrick Lamar
6212,Scorpions
6213,Deep Purple
6214,Kendrick Lamar
6215,Queen
6215,"Tyler, the Creator"
6215,Kendrick Lamar
6216,Kanye West
6216,"Tyler, the Creator"
6216,Kendrick Lamar
6217,Led Zeppelin
6217,Kendrick Lamar
6218,Kendrick Lamar
6219,Kendrick Lamar
6219,Kanye West
6219,Scorpions
6220,Led Zeppelin
6220,Kendrick Lamar
6220,Queen
6220,Jay-Z
6221,Queen
6221,2pac
6221,Kendrick Lamar
6221,Black Sabbath
6222,Kendrick Lamar
6222,Kanye West
6222,Queen
6222,Black Sabbath
6223,Queen
6223,Kanye West
6223,Scorpions
6224,Led Zeppelin
6224,Queen
6225,2pac
6226,Jay-Z
6227,Queen
6227,Led Zeppelin
6228,"Tyler, the Creator"
6228,Led Zeppelin
6228,Kanye West
6228,Kendrick Lamar
6229,Kendrick Lamar
6230,Kendrick Lamar
6230,Queen
6230,Jay-Z
6231,Kendrick Lamar
6231,"Tyler, the Creator"
6231,Jay-Z
6232,Kanye West
6232,"Tyler, the Creator"
6232,Queen
6233,Queen
6233,Led Zeppelin
6233,"Tyler, the Creator"
6234,Led Zeppelin
6234,Kendrick Lamar
6234,Queen
6235,Queen
6235,"Tyler, the Creator"
6236,Led Zeppelin
6236,Deep Purple
6236,Scorpions
6237,Kendrick Lamar
6237,Queen
6237,Scorpions
6238,Black Sabbath
6239,Kendrick Lamar
6240,2pac
6240,Kendrick Lamar
6241,"Tyler, the Creator"
6242,Kanye West
6242,Deep Purple
6243,2pac
6243,Kanye West
6243,"Tyler, the Creator"
6243,Kendrick Lamar
6244,Queen
6244,Black Sabbath
6245,2pac
6245,Kendrick Lamar
6246,Queen
6246,Led Zeppelin
6247,Scorpions
6247,Deep Purple
6247,Queen
6247,Black Sabbath
6248,Scorpions
6248,Deep Purple
6248,Queen
